title,release,gf_score,metascore,genre,description,cover_art_url
Gex 3: Deep Cover Gecko,1999-03-23,3.57,,Action » Platformer » 3D,"Even a lost island hideaway in the wet South Pacific isn't far enough away from the long arm of Rez. While GEX was whiling away the hours living on the fruits of his recent successes, the madman of the Media Dimension was working on his new hobby - secret agent-napping. Agent Xtra was now struggling for her freedom as a hostage in the lair of Rez. As a master of disguise, GEX had his work cut out for him. Another descent into bad TV movies is at hand. To the GEXCaves!",https://upload.wikimedia.org/wikipedia/en/thumb/7/79/Gex_3_box.jpg/220px-Gex_3_box.jpg
Army Men: Air Attack 2,2000-09-26,3.57,74,Action » Shooter » Third-Person » Arcade,"Plastro, the nefarious leader of the Tan army, has enlisted the help of the villainous Baron von Beige to help him set a trap for Captain Blade! The Alpha Wolf Squadron once again 'takes to the skies' with an onslaught of new missions, improved helicopters and more pyrotechnic weaponry than ever before. Join the Air Cavalry as they face a host of challenging foes in their efforts to stop the General's evil plans.",https://images-na.ssl-images-amazon.com/images/I/61nn2ymNi1L._SX342_.jpg
Nightmare Creatures II,2000-05-23,3.57,,Action Adventure » Survival,"Assume the role of Herbet Wallace, an escaped test subject, on the trail of the demonic scientist, Dr. Adam Crowley. After enduring years of horrific lab experiments, Wallace is out to settle the score in a chilling and bloody chase through London and Paris.Little does he know that exacting revenge on Crowley is also the last hope to save the world from a nightmarish demise.",https://images.lukiegames.com/t_300e2/assets/images/PS1/ps1_nightmare_creatures_ii-120314.jpg
Gundam: Battle Assault,2000-11-06,3.57,61,Action » Fighting » 2D,Surviving Mobile Suit Battle: The Moment Of Truth!,https://images-na.ssl-images-amazon.com/images/I/81%2BW-ZsIGwL._SX342_.jpg
Bushido Blade 2,1998-02-28,3.56,,Action » Fighting » 3D,"The sequel to the most original and realistic fighting game - bigger, better and more brutal than ever.No life bars, no time limits, no mercy. And a single blow can still make the difference between life and death.12 new warriors for a total of 20New weapons, subweapons, stances and moves6 fighting modes, plus first-person view option Each character follows their own story path, with unique encounters and endings Two-handed swordplay, throwing weapons, mud-slinging and more Unique body damage system allows you to incapacitate or kill with one well-placed strike Run, dodge, and slash through huge 3D settings",https://upload.wikimedia.org/wikipedia/en/thumb/2/29/Bushido_Blade_2_Coverart.png/220px-Bushido_Blade_2_Coverart.png
Arc the Lad,2010-10-12,3.56,,Strategy » Turn-Based » Tactics,"The first game in the series that really redefined what a Strategy/RPG could be introduces players to a magical world teetering on the edge of destruction. Only young Arc possesses the power to stop the impending destruction, as he fights his way to unsealing the power of the Ark, with help from his friends Kukuru, Poco, Tosh, Gogen, and Iga.",https://images-na.ssl-images-amazon.com/images/I/51KJA73JJ5L._SX342_.jpg
Need for Speed: Porsche Unleashed,2000-02-29,3.56,78,Racing » Arcade » Automobile,"Need for Speed: Porsche Unleashed tests your driving skills while you test-drive some of Porsche's most popular cars. In the game, you'll compete in levels that feature twists, turns, and various driving conditions. You can participate in different types of races, including circuit, streetcar, open road, and more. Survive all the crashes, police, and track challenges to earn prizes and respect. With enough money, you can purchase different custom parts for your vehicle.",https://images-na.ssl-images-amazon.com/images/I/A1cmb5BU-jL._SX342_.jpg
Mega Man X6,2001-12-04,3.56,65,Action » Platformer » 2D,"It's been three weeks since Earth's near collision with the space colony Eurasia. The disaster was averted by Zero's heroics. Now, on a bruised and battered planet, tales of rampagning reploids are surfacing. It's up to Mega Man X to investigate these mysteries but it's not going to be easy. Mega Man X must battle through a maze of levels and rescure reploids along the way. Return to battle agagin and again with the new Nightmare System, which randomizes level maps, enemies and endings based on how you play the game. Mega man X is back and now it's personal!",https://upload.wikimedia.org/wikipedia/en/thumb/f/fc/Mmx6box.JPG/220px-Mmx6box.JPG
Tetris Plus,1996-10-18,3.56,,Puzzle » Stacking,"Includes the classic tetris version and much more! Four exciting modes of play: classic, head-tohead, puzzle, and edit. Never ending challenges: Master 80 mind-blowing puzzles. Discover 20 bonus stages. Design your own puzzle in edit mode.",https://upload.wikimedia.org/wikipedia/en/thumb/1/12/Tetris_Plus_ntsc-front2.jpg/220px-Tetris_Plus_ntsc-front2.jpg
Motor Toon Grand Prix,1996-10-31,3.56,,Racing » Arcade » Automobile,"Motor Toon Grand Prix is a Racing game, developed by SCEJ and published by SCEI, which was released in Japan in 1996.",https://i.ebayimg.com/thumbs/images/m/mrxIgd0nWSw1I8sVBH5acRg/s-l225.jpg
Gex: Enter the Gecko,1998-02-24,3.56,,Action » Platformer » 3D,"Gex: Enter the Gecko is an Action game, developed and published by Crystal Dynamics, which was released in Europe in 1998.",https://images-na.ssl-images-amazon.com/images/I/51jzlFCBeIL._SX425_.jpg
Alone in the Dark: The New Nightmare,2001-06-18,3.56,77,Action Adventure » Survival,"From the moment Edward Carnby and Aline Cedrac set foot on Shadow Island, they are confronted by mysterious, evil creatures intent on thwarting their progress to recover 3 ancient tablets believed to hold the secret key to some incredible menacing phenomenon. Fears threaten from every corner. The slightest shadow could be hiding deep secrets, or concealing worse nightmares...",https://upload.wikimedia.org/wikipedia/en/thumb/2/21/Alone_in_the_Dark_A_New_Nightmare.jpg/220px-Alone_in_the_Dark_A_New_Nightmare.jpg
Destrega,1999-01-31,3.55,,Action » Fighting » 3D,"DESTREGA allows fighters to move freely within its 3D environments, thus allowing for both close and long range fighting. The usual physical attacks are accompanied by a multitude of sensational, long-range magical attacks and contribute to a very fast-paced action/fighting title.",https://i.ytimg.com/vi/mcDrhXqKqsE/hqdefault.jpg
NBA Live 2000,1999-10-31,3.55,,Sports » Team » Basketball » Sim,"Rim-Rockin', Take-Your-Soul-to-the-Hole Basketball! Jordan is back: Play Michael 1-on-1 and earn the right to play as Jordan and unlock him into the game! Prove it 1-on-1: Play as or against any current NBA player in the ultimate outdoor court challenge. All-new arcade mode: Over-the-top action, more monster dunks and all-new special effects! Quicker, cleaner moves: Work the crossover to perfection, take off for high-flying jams, or stop-and-pop a three-ball from downtown. Enhanced TV-style presentation: All-new camera angles and enhanced play-by-play for the ultimate live experience!",https://upload.wikimedia.org/wikipedia/en/thumb/3/39/NBALive2000PlayStation1CoverArt.jpg/220px-NBALive2000PlayStation1CoverArt.jpg
NBA Live 99,1998-10-31,3.55,,Sports » Team » Basketball » Sim,"The Soul of Hoops comes to LIFE on the N64! Featuring classic NBA live gameplay, new high-flying Arcade mode, authentic high-res NBA arenas, All-Star action and 3-point shootouts! Real-life player reactions with Pro-Action AI. Real NBA motion captured moves. Create, trade, sign and release players. All the teams, all the players",https://upload.wikimedia.org/wikipedia/en/thumb/0/0a/NBA_Live_99.jpg/220px-NBA_Live_99.jpg
Dune 2000,1999-10-31,3.55,,Strategy » Real-Time » General,"Dune 2000 for the PlayStation game console represents the new look of 3D real-time warfare - brought to you only by the console leader of real-time strategy, Westwood Studios. Real-time strategy never looked so sharp. Explore an all-new 3D terrain system complete with detailed 3D units and structures. Play three sides across 30 missions as either the noble Atreides, the evil Harkonnen or the insidious Ordos. Cinematic quality, full-motion video accentuate each hard-won battle and brief you for your next mission.Besiege the enemy with dozens of units ranging from well armed Infantry and Sonic Tanks to the incredibly-destructive Devastator and Ornithopter. More ways to play than any other real-time strategy game - solo, head-to-head with the link cable for the PlayStation game console or Skirmish Mode against up to 4 AI opponents. Command your forces with the game controller or Mouse for the PlayStation game console.",https://i.ytimg.com/vi/S3xwt892Rn4/maxresdefault.jpg
NHL 99,1998-09-30,3.54,,Sports » Team » Ice Hockey » Sim,"The most celebrated hockey game comes to the Nintendo 64. Battle along the boards, feed the open man, patrol the ice!Game Features:Beginner lever - pick up and play!Coaching strategies from Stanley Cup Winner Marc CrawfordCommentary by Bill Clement5 game modes18 top international teamsUpdated 1998 roster-expansion Nashville Predators",https://upload.wikimedia.org/wikipedia/en/thumb/e/e5/NHL_99_Coverart.png/220px-NHL_99_Coverart.png
Muppet RaceMania,2000-10-03,3.54,,Racing » Arcade » Other,"It's time to raise the curtain for Kermit and co to make their PlayStation debut.Karting round 28 circuits from the lavish sets of their 6 blockbuster movies, the Muppets are racing, bumping and battling their way to the finish line in a frenzied flurry of flet and fur.",https://upload.wikimedia.org/wikipedia/en/thumb/3/3c/Muppet_RaceMania.jpg/220px-Muppet_RaceMania.jpg
Yu-Gi-Oh! Forbidden Memories,2002-03-20,3.54,57,Strategy » Turn-Based » Card Battle,"In Ancient Egypt, there existed a force so powerful...it had to be locked away for a millennia. Now, you can unravel the secrets of the ultimate power and the seven millennium items in all-new Adventure! Based on the hit television series, Yu-Gi-Oh! Forbidden Memories takes you back to Ancient Egypt to solve the mysteries of the millennium items and uncover the secrets of Duel Monsters in the Yu-Gi-Oh! world.",https://i.ytimg.com/vi/DnSmCXphfeA/maxresdefault.jpg
Evil Zone,1999-05-31,3.53,,Action » Fighting » 3D,"Ihadurca needs to be destroyed. But first you must defeat the 8 other warriors and your own clone.Only then can you face Ihadurca.Some are fighting for revenge, some for peace and others for power.But right now, let the battle begin.",https://i.ytimg.com/vi/HznxJVvMo_k/maxresdefault.jpg
Demolition Racer,1999-08-31,3.53,,Racing » Arcade » Automobile,"DRIVE DIRTY!The Spiritual Sucessor to Destructon Derby 2"" - PSM 100% Independent PlayStation MagazineHigh speed full impact racing action collisions, damage and destruction!Incredible cumulative Real-time Damage effects - smoke, fire, hoods fly, tires wobble, and cars show hardcore damage as it happens 10 torturous tracks designed for full metal contact Insane ""last man standing"" Demolition Derby bowl matchesEight different vehicles to race including the deadly High Impact Hearse Death From Above - land on an opponent's roof and score a one-hit kil 16 cars on the track in each race Smash through destructible fences, barricades, barrels and moreTwo-player split-screen racing and Demolition Derby matchesThrashing original soundtrack and remixes by Fear Factory, Junkie XL, Empirion, & Cirrus",https://i.ytimg.com/vi/0vNZB0o04M0/maxresdefault.jpg
TOCA Championship Racing,1998-07-31,3.53,,Racing » Simulation » Automobile,"TOCA Championship Racing is a Racing game, developed and published by Codemasters, which was released in Europe in 1997.",https://images-na.ssl-images-amazon.com/images/I/616Z2c3fvlL._SX342_.jpg
Pandemonium!,1996-10-31,3.53,,Action » Platformer » 3D,"The fastest 3D character action game! Moving 3D comera showcases the huge, highly detailed 3D worlds.",https://www.1st-art-gallery.com/frame-preview/17328129.jpg?sku=Unframed&thumb=0&huge=0
Wild 9,1998-09-30,3.53,,Action » Platformer » 2D,"The developers of Earthworm Jim bring you an intergalactic battle of good vs evil guaranteed to re-igite your passion for video gaming. Forget simple jumping and running Wild 9 is the first game ever to let you torture your enemies! Use the Mangler or the Decapitator to finish them off. Forget wimpy bosses. In Wild 9, you face KARN - the largest enemy ever in a video game - his face is the size of New York! Forget stupid tail whipping, butt bouncing games. Wild 9 lets you burn your enemies to a crisp before dancing on heir alien graves! Forget getting lost in mazes. Wild 9 is all action from the moment you hit START! Forget endless running, hop on the Space Bike and get ready for the adrenaline rush of your life!",https://upload.wikimedia.org/wikipedia/en/thumb/a/a4/Wild_9_Coverart.png/220px-Wild_9_Coverart.png
