title,released,gf_score,metascore,genre,description,cover_art_url
Pumped Bmx +,2016-09-08,3.55,,Sports,"Pull off jaw-dropping tricks and master precision timing in this high-octane BMX stunt game. Navigate 60 increasingly challenging levels across five distinct worlds, each demanding perfect execution of flips, spins, and grinds. Chain together spectacular trick combinations while racing against the clock, balancing risk and reward with every jump. The physics-based gameplay requires split-second timing as you pump, jump, and rotate through obstacle-filled courses. With 500+ challenges to complete, 16 riders to unlock, and tricks ranging from basic maneuvers to gravity-defying combos, every run offers new opportunities to push your skills to the limit.",https://images.launchbox-app.com/85f84fb4-00ad-444c-ac8b-7c7f7668df60.png
Pure Chess,2012-12-05,3.7,,Puzzle,"Experience the timeless game of chess in stunning visual detail with Pure Chess. This elegant chess simulator features beautifully crafted pieces and boards rendered in photorealistic 3D, bringing the classic strategy game to life like never before. Challenge yourself against sophisticated AI opponents across multiple difficulty levels, from beginner-friendly matches to grandmaster-level play that will test even seasoned players. Play locally against friends or take on opponents online in ranked matches. The game includes comprehensive tutorials for newcomers and supports both traditional and quick-play time controls.",https://images.launchbox-app.com/00141e48-32c4-40e0-828b-697c9472c0ef.png
Pushmo World,2014-06-19,3.82,80,Puzzle,"Pushmo World, known as Pullblox World in Europe and as Hikuosu World in Japan, is a puzzle game developed by Intelligent Systems and published by Nintendo for the Wii Uvideo game console. The game is a sequel to Pushmo and Crashmo, and was released worldwide on June 19, 2014.",https://images.launchbox-app.com/11e5db63-6ee3-43fe-aac7-7d404ab4f3ce.png
Puzzle Monkeys,,3.72,,,,https://images.launchbox-app.com/eb13a0a7-59de-4f84-848d-251c5c343caa.png
Q.U.B.E Director's Cut,2015-12-18,3.96,,Puzzle,"Wake up in a mysterious facility with no memory of how you got there, armed only with a pair of high-tech gloves that can manipulate colored cubes. Navigate through mind-bending physics puzzles where you'll create blocks, rotate platforms, and reshape your environment to progress. This Director's Cut enhances the original first-person puzzle experience with improved graphics, new time trial modes, and against-the-clock challenges that test your spatial reasoning under pressure. Discover the truth behind your predicament as the stark white chambers give way to darker revelations.",https://images.launchbox-app.com/1a46e0a0-852c-4fe5-a9e0-20efc1f8df9b.png
Quadcopter Pilot Challenge,2015-07-02,3.69,,Flight Simulation,"Take control of a quadcopter drone in over 200 challenges across seven distinct activities. Navigate through rings, pop balloons, shoot targets, and chase robotic sheep while mastering realistic flight physics. Features dual-screen gameplay with third-person view on TV and first-person camera on the GamePad. Multiple difficulty modes test your piloting skills, from easy to a realistic ""real"" mode requiring precise control using the GamePad's first-person perspective. Developed by TACS Games for the Wii U eShop. Sources: - [Quadcopter Pilot Challenge (2015) | Wii U eShop Game | Nintendo Life](https://www.nintendolife.com/games/wiiu-eshop/quadcopter_pilot_challenge) - [Quadcopter Pilot Challe",https://images.launchbox-app.com/cf242645-2fae-49c4-88df-b03c428f29ed.png
Queens Garden,2016-05-12,3.9,,Puzzle,"Restore the royal garden to its former glory in this match-3 puzzle adventure. Clear colorful tiles across 100 challenging levels using three game modes: relaxed, timed, and move-restricted. Earn coins to purchase from 60 different garden decorations and customize your palace grounds. Includes bonus hidden object scenes and memory games. Help the princess rebuild her kingdom's gardens one puzzle at a time through strategic tile-matching gameplay reminiscent of classic match-3 titles. Sources: - [Queen's Garden Review (Wii U eShop) | Nintendo Life](https://www.nintendolife.com/reviews/wiiu-eshop/queens_garden) - [Queen's Garden (2016) | Wii U eShop Game | Nintendo Life](https://www.nintendol",
Quest of Dungeons,2014-09-25,4.29,,Roguelike RPG,"Quest of Dungeons is a turn-based roguelike dungeon crawler where an evil Dark Lord has stolen all the light from the land. Choose from four different heroes—each with unique abilities—and descend into procedurally generated dungeons filled with monsters, traps, and treasure. Every playthrough creates a new adventure with randomized levels, loot, and challenges. Master tactical combat where every move counts, level up your character, discover powerful weapons and spells, and unlock new skills as you fight deeper into the darkness. With permadeath raising the stakes, each decision matters.",https://images.launchbox-app.com/03f32a9d-3d3e-4ee5-950d-58e2bc1d086b.png
Rabbids Land,2012-11-18,3.12,52,Miscellaneous,Rabbids Land is a Wii U game that was announced by Ubisoft at E3 2012. It is the seventh console installment of the Raving Rabbids series.,https://images.launchbox-app.com/ea20ac97-07f1-48c2-9803-b139a18ceed7.jpg
Race the Sun,2015,3.73,,Action,"Race toward a dying sun at breakneck speeds in this intense endless runner where velocity is survival. Pilot your solar-powered craft through a procedurally generated world of stark geometric obstacles, collecting pick-ups and power-ups while the sun sinks toward the horizon. Every collision costs precious speed, and when your solar energy runs out, the run ends. Master split-second maneuvering to thread through narrow gaps, launch off ramps for massive jumps, and chain together risky moves for maximum points. Each day brings a new randomly generated world that's the same for all players, creating daily competitive leaderboards.",https://images.launchbox-app.com/dc9cab9e-173b-4916-aae9-02aeebcda539.png
Radiantflux Hyperfractal,2016,4.0,,Puzzle,"Dive into a mesmerizing world of fractal geometry and light in this unique puzzle experience. Navigate through hypnotic, ever-shifting patterns of mathematical beauty as you solve increasingly complex spatial challenges. Each level presents a new fractal dimension where you manipulate light, color, and geometric forms to progress. The game's procedurally generated visuals create stunning kaleidoscopic environments that react dynamically to your actions. With its ambient soundtrack and meditative gameplay, Radiantflux offers a zen-like experience that challenges both your spatial reasoning and pattern recognition skills.",https://images.launchbox-app.com/57718664-364c-4a26-80c5-3e008c3ebd83.png
Rainbow Snake,,1.0,,,,https://images.launchbox-app.com/030a8f58-1d03-4405-84a1-2c670aa11906.jpg
Rapala Pro Bass Fishing,2013-11-19,3.86,,Sports,"Cast your line into the ultimate bass fishing simulation, powered by the legendary Rapala brand. Experience realistic fishing mechanics as you master various techniques including jigging, trolling, and casting across multiple tournament locations. The GamePad serves as your tackle box and sonar fish finder, adding tactical depth to every catch. Compete in career mode tournaments, customize your boat and equipment, and learn from pro angler tips to land trophy bass. With dynamic weather conditions affecting fish behavior and authentic Rapala lures at your disposal, every outing presents new challenges.",https://images.launchbox-app.com/c7d99f1f-1506-4d1d-8a4d-5878c0cc0a0a.jpg
Rayman Legends,2013-09-03,4.3,92,Action,"Rayman Legends is a platform video game developed by Ubisoft Montpellier and published by Ubisoft. It is the fifth main title in the Rayman series and the direct sequel to the 2011 game Rayman Origins. The game was released for Microsoft Windows, Xbox 360, PlayStation 3, Wii U, and PlayStation Vita platforms in August and September 2013. PlayStation 4 and Xbox One versions were released in February 2014. A Nintendo Switch port, titled Rayman Legends Definitive Edition was released in North America, Europe and Australia on September 12, 2017.",https://images.launchbox-app.com/692a56bc-63a4-4c2b-8c4f-4ffdf44db795.jpg
Rayman Legends Challenges App,2013-04-03,3.89,,Platformer,"A free companion app to Rayman Legends featuring daily and weekly challenges that test your platforming prowess. Compete in timed obstacle courses, enemy gauntlet runs, and precision jumping trials across beautifully hand-drawn worlds. Each challenge offers a limited window to set your best time or score, with global leaderboards tracking the top players worldwide. Earn Lums and unlock exclusive costume rewards as you master increasingly difficult stages. The challenges refresh regularly, providing new tests of skill and offering a taste of Rayman Legends' tight controls and creative level design. Perfect for speedrunners and competitive players seeking bite-sized platforming action.",
Red Riding Hood,,1.03,,,,https://images.launchbox-app.com/f0906234-3dd9-457d-87c4-db3225d2f9d7.png
Replay - Vhs Is Not Dead,,4.12,,,,
Reptilian Rebellion,,3.13,,,,https://images.launchbox-app.com/199fa2b9-ecd2-455e-b6f2-eeadf97ec075.png
Resident Evil: Revelations,2013-05-21,3.99,80,Action Adventure,"Resident Evil: Revelations is a survival horror video game developed by Capcom and originally released for the Nintendo 3DS handheld game console in 2012. Set between the Resident Evil titles Resident Evil 4 and Resident Evil 5, the game follows counter-terrorism agents Jill Valentine and Chris Redfield as they try to stop a bioterrorist organization from infecting the Earth's oceans with a virus. The game features a single-player mode where the player must complete a series of episodes that involve solving puzzles and defeating enemies, and a multiplayer mode where players may fight their way through altered single-player scenarios.",https://images.launchbox-app.com/e8ef2fec-771f-43d0-9738-d96a720fc85a.png
Retro Road Rumble,,2.53,,,,https://images.launchbox-app.com/36d2863e-0e43-41a8-a3bf-5fc9b042531e.png
Revenant Saga,2017,4.23,,RPG,"Embark on a classic turn-based JRPG adventure in Revenant Saga. After being infected by a strange weapon called a Grimoria, protagonist Albert gains powerful Revenant abilities but risks losing his humanity. Journey across diverse lands with a party of memorable allies, battling monsters and uncovering the truth behind the Grimoria curse. Strategic combat lets you transform into powerful Revenant forms during battle, unleashing devastating skills at the cost of corruption. Manage your transformation gauge carefully—power comes with consequences. Features deep character customization, challenging boss encounters, and a compelling story about sacrifice and redemption.",https://images.launchbox-app.com/93a348ea-3401-4740-a3d8-435ddbd4e09b.png
